PT,disambiguate,AU,BA,CA,GP,RI,OI,BE,Z2,TI,X1,Y1,Z1,FT,PN,AE,Z3,SO,S1,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,Y4,Z4,AK,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,UT,PM
J,NA,"Sherman, N",NA,NA,NA,NA,NA,NA,NA,Of manners and morals,NA,NA,NA,NA,NA,NA,NA,BRITISH JOURNAL OF EDUCATIONAL STUDIES,NA,NA,NA,53,3,NA,NA,272,289,NA,10.1111/j.1467-8527.2005.00295.x,NA,NA,5-Sep,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,WOS:000231611900003,NA
J,NA,"Nowak, A; Vallacher, RR; Zochowski, M",NA,NA,NA,NA,NA,NA,NA,The emergence of personality: Dynamic foundations of individual variation,NA,NA,NA,NA,NA,NA,NA,DEVELOPMENTAL REVIEW,NA,NA,NA,25,4-Mar,NA,NA,351,385,NA,10.1016/j.dr.2005.10.004,NA,NA,SEP-DEC 2005,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,WOS:000236226000006,NA
J,NA,"Phaf, RH; Rotteveel, M",NA,NA,NA,NA,NA,NA,NA,Affective modulation of recognition bias,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,5,3,NA,NA,309,318,NA,10.1037/1528-3542.5.3.309,NA,NA,5-Sep,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,WOS:000232409000006,NA
J,NA,"Kotchemidova, C",NA,NA,NA,NA,NA,NA,NA,"From good cheer to ""drive-by smiling"": A social history of cheerfulness",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF SOCIAL HISTORY,NA,NA,NA,39,1,NA,NA,5,+,NA,10.1353/jsh.2005.0108,NA,NA,FAL 2005,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,WOS:000232083500001,NA
J,NA,"Malhotra, NK",NA,NA,NA,NA,NA,NA,NA,Attitude and affect: new frontiers of research in the 21st century,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF BUSINESS RESEARCH,NA,NA,NA,58,4,NA,NA,477,482,NA,10.1016/S0148-2963(03)00146-2,NA,NA,5-Apr,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,WOS:000227737000010,NA
J,NA,"Raab, M; Green, N",NA,NA,NA,NA,NA,NA,NA,Motion as input: A functional explanation of movement effects on cognitive processes,NA,NA,NA,NA,NA,NA,NA,PERCEPTUAL AND MOTOR SKILLS,NA,NA,NA,100,2,NA,NA,333,348,NA,NA,NA,NA,5-Apr,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,WOS:000229005400007,NA
J,NA,"Gawronski, B; Deutsch, R; Strack, F",NA,NA,NA,NA,NA,NA,NA,Approach/avoidance-related motor actions and the processing of affective stimuli: Incongruency effects in automatic attention allocation,NA,NA,NA,NA,NA,NA,NA,SOCIAL COGNITION,NA,NA,NA,23,2,NA,NA,182,203,NA,10.1521/soco.23.2.182.65627,NA,NA,5-Apr,2005,NA,NA,NA,NA,NA,4th Annual Meeting of the Society-for-Personality-and-Social-Psychology,"FEB, 2003",Soc Personal & Social Psychol,"Los Angeles, CA",19,NA,NA,NA,NA,NA,NA,WOS:000229512000004,NA
J,NA,"Sy, T; Cote, S; Saavedra, R",NA,NA,NA,NA,NA,NA,NA,"The contagious leader: Impact of the leader's mood on the mood of group members, group affective tone, and group processes",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF APPLIED PSYCHOLOGY,NA,NA,NA,90,2,NA,NA,295,305,NA,10.1037/0021-9010.90.2.295,NA,NA,5-Mar,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,526,NA,NA,NA,NA,NA,NA,WOS:000227739700007,NA
J,NA,"Camerer, C; Loewenstein, G; Prelec, D",NA,NA,NA,NA,NA,NA,NA,Neuroeconomics: How neuroscience can inform economics,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF ECONOMIC LITERATURE,NA,NA,NA,43,1,NA,NA,9,64,NA,10.1257/0022051053737843,NA,NA,5-Mar,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,776,NA,NA,NA,NA,NA,NA,WOS:000229128000001,NA
J,NA,"Richardson, MJ; Marsh, KL; Schmidt, RC",NA,NA,NA,NA,NA,NA,NA,Effects of visual and verbal interaction on unintentional interpersonal coordination,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE,NA,NA,NA,31,1,NA,NA,62,79,NA,10.1037/0096-1523.31.1.62,NA,NA,5-Feb,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,NA,NA,NA,NA,NA,NA,WOS:000227019200005,NA
J,NA,"Ryoo, MS; Seo, YH; Jung, HW; Yang, HS",NA,NA,NA,NA,NA,NA,NA,Affective dialogue communication system with emotional memories for humanoid robots,NA,NA,NA,NA,NA,NA,NA,LECTURE NOTES IN COMPUTER SCIENCE,NA,NA,NA,3784,NA,NA,NA,819,827,NA,NA,NA,NA,2005,2005,NA,NA,NA,NA,NA,1st International Conference on Affective Computing and Intelligent Interaction,"OCT 22-24, 2005",Nokia Ltd; Siemens Ltd; Int Speech Commun Assoc; Natl Nat Sci Fdn China; Chinese Assoc Automat; China Soc Image & Graph; China Comp Federat; Natl High-Tech Res & Dev Program,"Beijing, PEOPLES R CHINA",0,NA,NA,NA,NA,NA,NA,WOS:000234342700105,NA
J,NA,"Prinz, J",NA,NA,NA,NA,NA,NA,NA,Are emotions feelings?,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF CONSCIOUSNESS STUDIES,NA,NA,NA,12,10-Aug,NA,NA,9,25,NA,NA,NA,NA,2005,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,WOS:000232877900002,NA
J,NA,"Niedenthal, PM; Barsalou, LW; Winkielman, P; Krauth-Gruber, S; Ric, F",NA,NA,NA,NA,NA,NA,NA,"Embodiment in attitudes, social perception, and emotion",NA,NA,NA,NA,NA,NA,NA,PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,NA,NA,NA,9,3,NA,NA,184,211,NA,10.1207/s15327957pspr0903_1,NA,NA,2005,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,771,NA,NA,NA,NA,NA,NA,WOS:000230780500001,NA
J,NA,"Markman, AB; Brendl, CM",NA,NA,NA,NA,NA,NA,NA,Constraining theories of embodied cognition,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL SCIENCE,NA,NA,NA,16,1,NA,NA,6,10,NA,10.1111/j.0956-7976.2005.00772.x,NA,NA,5-Jan,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,NA,NA,NA,NA,NA,NA,WOS:000226383200002,NA
J,NA,"Demaree, HA; Robinson, JL; Everhart, DE; Schmeichel, BJ",NA,NA,NA,NA,NA,NA,NA,Resting RSA is associated with natural and self-regulated responses to negative emotional stimuli,NA,NA,NA,NA,NA,NA,NA,BRAIN AND COGNITION,NA,NA,NA,56,1,NA,NA,14,23,NA,10.1016/j.bandc.2004.05.001,NA,NA,4-Oct,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,WOS:000224313600003,NA
J,NA,"Spoor, JR; Kelly, JR",NA,NA,NA,NA,NA,NA,NA,The evolutionary significance of affect in groups: Communication and group bonding,NA,NA,NA,NA,NA,NA,NA,GROUP PROCESSES & INTERGROUP RELATIONS,NA,NA,NA,7,4,NA,NA,398,412,NA,10.1177/1368430204046145,NA,NA,4-Oct,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,WOS:000225005900007,NA
J,NA,"Cretenet, J; Dru, V",NA,NA,NA,NA,NA,NA,NA,The influence of unilateral and bilateral arm flexion versus extension on judgments: An exploratory case of motor congruence,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,4,3,NA,NA,282,294,NA,10.1037/1528-3542.4.3.282,NA,NA,4-Sep,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,WOS:000224093700006,NA
J,NA,"Yeung, CWM; Wyer, RS",NA,NA,NA,NA,NA,NA,NA,"Affect, appraisal, and consumer judgment",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF CONSUMER RESEARCH,NA,NA,NA,31,2,NA,NA,412,424,NA,10.1086/422119,NA,NA,4-Sep,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,WOS:000224129300016,NA
J,NA,"Dibben, N",NA,NA,NA,NA,NA,NA,NA,The role of peripheral feedback in emotional experience with music,NA,NA,NA,NA,NA,NA,NA,MUSIC PERCEPTION,NA,NA,NA,22,1,NA,NA,79,115,NA,10.1525/mp.2004.22.1.79,NA,NA,FAL 2004,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,WOS:000223634000004,NA
J,NA,"Berkowitz, L; Harmon-Jones, E",NA,NA,NA,NA,NA,NA,NA,Toward an understanding of the determinants of anger,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,4,2,NA,NA,107,130,NA,10.1037/1528-3542.4.2.107,NA,NA,4-Jun,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,NA,WOS:000224030500001,NA
J,NA,"Clore, GL; Centerbar, DB",NA,NA,NA,NA,NA,NA,NA,Analyzing anger: How to make people mad,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,4,2,NA,NA,139,144,NA,10.1037/1528-3542.4.2.139,NA,NA,4-Jun,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,WOS:000224030500004,NA
J,NA,"Berkowitz, L; Harmon-Jones, E",NA,NA,NA,NA,NA,NA,NA,More thoughts about anger determinants,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,4,2,NA,NA,151,155,NA,10.1037/1528-3542.4.2.151,NA,NA,4-Jun,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,WOS:000224030500006,NA
J,NA,"Schubert, TW",NA,NA,NA,NA,NA,NA,NA,The power in your hand: Gender differences in bodily feedback from a/taking a fist,NA,NA,NA,NA,NA,NA,NA,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,NA,NA,NA,30,6,NA,NA,757,769,NA,10.1177/0146167204263780,NA,NA,4-Jun,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,WOS:000221225100009,NA
J,NA,"Salvatore, G; Dimaggio, G; Semerari, A",NA,NA,NA,NA,NA,NA,NA,A model of narrative development: Implications for understanding psychopathology and guiding therapy,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE,NA,NA,NA,77,NA,NA,NA,231,254,NA,10.1348/147608304323112519,NA,NA,4-Jun,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,WOS:000222360100009,NA
J,NA,"Garcia-Marques, T; Mackie, DM; Claypool, HM; Garcia-Marques, L",NA,NA,NA,NA,NA,NA,NA,Positivity can cue familiarity,NA,NA,NA,NA,NA,NA,NA,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,NA,NA,NA,30,5,NA,NA,585,593,NA,10.1177/0146167203262856,NA,NA,4-May,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,WOS:000220818900004,NA
J,NA,"Kanov, JM; Maitlis, S; Worline, MC; Dutton, JE; Frost, PJ; Lilius, JM",NA,NA,NA,NA,NA,NA,NA,Compassion in organizational life,NA,NA,NA,NA,NA,NA,NA,AMERICAN BEHAVIORAL SCIENTIST,NA,NA,NA,47,6,NA,NA,808,827,NA,10.1177/0002764203260211,NA,NA,4-Feb,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,NA,NA,NA,NA,NA,NA,WOS:000187945300005,NA
J,NA,"Tamir, M; Robinson, MD; Clore, GL; Martin, LL; Whitaker, DJ",NA,NA,NA,NA,NA,NA,NA,Are we puppets on a string? The contextual meaning of unconscious expressive cues,NA,NA,NA,NA,NA,NA,NA,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,NA,NA,NA,30,2,NA,NA,237,249,NA,10.1177/0146167203259934,NA,NA,4-Feb,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,WOS:000187938500010,NA
J,NA,"Forster, J",NA,NA,NA,NA,NA,NA,NA,How body feedback influences consumers' evaluation of products,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF CONSUMER PSYCHOLOGY,NA,NA,NA,14,4,NA,NA,416,426,NA,10.1207/s15327663jcp1404_10,NA,NA,2004,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,WOS:000224941500010,NA
J,NA,"Strack, F; Deutsch, R",NA,NA,NA,NA,NA,NA,NA,Reflective and impulsive determinants of social behavior,NA,NA,NA,NA,NA,NA,NA,PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,NA,NA,NA,8,3,NA,NA,220,247,NA,10.1207/s15327957pspr0803_1,NA,NA,2004,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,NA,NA,NA,NA,NA,NA,WOS:000223500400001,NA
J,NA,"Gross, JJ; John, OP",NA,NA,NA,NA,NA,NA,NA,"Individual differences in two emotion regulation processes: Implications for affect, relationships, and well-being",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,85,2,NA,NA,348,362,NA,10.1037/0022-3514.85.2.348,NA,NA,3-Aug,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,3846,NA,NA,NA,NA,NA,NA,WOS:000184523900012,NA
J,NA,"Brinol, P; Petty, RE",NA,NA,NA,NA,NA,NA,NA,Overt head movements and persuasion: A self-validation analysis,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,84,6,NA,NA,1123,1139,NA,10.1037/0022-3514.84.6.1123,NA,NA,3-Jun,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,NA,NA,NA,NA,NA,NA,WOS:000183184600002,NA
J,NA,"Forster, J",NA,NA,NA,NA,NA,NA,NA,The influence of approach and avoidance motor actions on food intake,NA,NA,NA,NA,NA,NA,NA,EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,NA,33,3,NA,NA,339,350,NA,10.1002/ejsp.150,NA,NA,MAY-JUN 2003,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,WOS:000183499000004,NA
J,NA,"Butler, Emily A.; Egloff, Boris; Wilhelm, Frank H.; Smith, Nancy C.; Erickson, Elizabeth A.; Gross, James J.",NA,NA,NA,NA,NA,NA,NA,The Social Consequences of Expressive Suppression,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,3,1,NA,NA,48,67,NA,10.1037/1528-3542.3.1.48,NA,NA,3-Mar,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,618,NA,NA,NA,NA,NA,NA,WOS:000208224900004,NA
J,NA,"Strack, F; Deutsch, R",NA,NA,NA,NA,NA,NA,NA,The two sides of social behavior: Modern classics and overlooked gems on the interplay of automatic and controlled processes,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL INQUIRY,NA,NA,NA,14,4-Mar,NA,NA,209,215,NA,10.1207/S15327965PLI1403&4_5,NA,NA,2003,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,WOS:000187553300005,NA
J,NA,"Barsalou, LW; Niedenthal, PM; Barbey, AK; Ruppert, JA",NA,NA,NA,NA,NA,NA,NA,Social embodiment,NA,NA,NA,NA,NA,NA,NA,Psychology of Learning and Motivation,NA,NA,NA,43,NA,NA,NA,43,92,NA,10.1016/S0079-7421(03)01011-9,NA,NA,2003,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,NA,NA,NA,NA,NA,NA,WOS:000184024700002,NA
J,NA,"Forster, J; Friedmann, R",NA,NA,NA,NA,NA,NA,NA,Context-dependent creativity,NA,NA,NA,NA,NA,NA,NA,ZEITSCHRIFT FUR PSYCHOLOGIE-JOURNAL OF PSYCHOLOGY,NA,NA,NA,211,3,NA,NA,149,160,NA,10.1026//0044-3409.211.3.149,NA,NA,2003,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,WOS:000184591200005,NA
J,NA,"Valentine, JC; Cooper, H; Bettencourt, BA; DuBois, DL",NA,NA,NA,NA,NA,NA,NA,Out-of-school activities and academic achievement: The mediating role of self-beliefs,NA,NA,NA,NA,NA,NA,NA,EDUCATIONAL PSYCHOLOGIST,NA,NA,NA,37,4,NA,NA,245,256,NA,10.1207/S15326985EP3704_4,NA,NA,FAL 2002,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,WOS:000179434800004,NA
J,NA,"Gross, JJ",NA,NA,NA,NA,NA,NA,NA,"Emotion regulation: Affective, cognitive, and social consequences",NA,NA,NA,NA,NA,NA,NA,PSYCHOPHYSIOLOGY,NA,NA,NA,39,3,NA,NA,281,291,NA,10.1017/S0048577201393198,NA,NA,2-May,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,1725,NA,NA,NA,NA,NA,NA,WOS:000175419200002,NA
J,NA,"Soussignan, Robert",NA,NA,NA,NA,NA,NA,NA,"Duchenne Smile, Emotional Experience, and Autonomic Reactivity: A Test of the Facial Feedback Hypothesis",NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,2,1,NA,NA,52,74,NA,10.1037/1528-3542.2.1.52,NA,NA,2-Mar,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA,WOS:000208224400004,NA
J,NA,"Friedman, RS; Forster, J",NA,NA,NA,NA,NA,NA,NA,The influence of approach and avoidance motor actions on creative cognition,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,NA,NA,NA,38,1,NA,NA,41,55,NA,10.1006/jesp.2001.1488,NA,NA,2-Jan,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,NA,NA,NA,NA,NA,NA,WOS:000173309300004,NA
J,NA,"Keillor, JM; Barrett, AM; Crucian, GP; Kortenkamp, S; Heilman, KM",NA,NA,NA,NA,NA,NA,NA,Emotional experience and perception in the absence of facial feedback,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY,NA,NA,NA,8,1,NA,NA,130,135,NA,10.1017/S1355617701020136,NA,NA,2-Jan,2002,NA,NA,NA,NA,NA,27th Annual Meeting of the International-Neuropsychological-Society,"FEB 10-13, 1999",Int Neuropsychol Soc,"BOSTON, MA",42,NA,NA,NA,NA,NA,NA,WOS:000174663000013,NA
J,NA,"Dormann, C; Zapf, D; Isic, A",NA,NA,NA,NA,NA,NA,NA,Emotional requirements at work and their consequences for call-center jobs,NA,NA,NA,NA,NA,NA,NA,ZEITSCHRIFT FUR ARBEITS-UND ORGANISATIONSPSYCHOLOGIE,NA,NA,NA,46,4,NA,NA,205,219,NA,10.1026//0932-4089.46.4.201,NA,NA,2002,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,WOS:000179227600004,NA
J,NA,"Kurzban, R",NA,NA,NA,NA,NA,NA,NA,The social psychophysics of cooperation: Nonverbal communication in a public goods game,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF NONVERBAL BEHAVIOR,NA,NA,NA,25,4,NA,NA,241,259,NA,10.1023/A:1012563421824,NA,NA,WIN 2001,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,WOS:000172348900002,NA
J,NA,"Forster, J; Werth, L",NA,NA,NA,NA,NA,NA,NA,Motor activity and the media: The influence of approach and avoidance behavior on the evaluation of the German Liberal Democratic Party (FDP),NA,NA,NA,NA,NA,NA,NA,ZEITSCHRIFT FUR SOZIALPSYCHOLOGIE,NA,NA,NA,32,4,NA,NA,223,233,NA,10.1024//0044-3514.32.4.223,NA,NA,1-Dec,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000173585600002,NA
J,NA,"Neumann, R; Seibt, B; Strack, F",NA,NA,NA,NA,NA,NA,NA,The influence of mood on the intensity of emotional responses: Disentangling feeling and knowing,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,15,6,NA,NA,725,747,NA,10.1080/02699930143000266,NA,NA,1-Nov,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,WOS:000171618800002,NA
J,NA,"Niedenthal, PM; Brauer, M; Halberstadt, JB; Innes-Ker, AH",NA,NA,NA,NA,NA,NA,NA,When did her smile drop? Facial mimicry and the influences of emotional state on the detection of change in emotional expression,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,15,6,NA,NA,853,864,NA,10.1080/02699930143000194,NA,NA,1-Nov,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,NA,NA,NA,NA,NA,NA,WOS:000171618800009,NA
J,NA,"Coan, JA; Allen, JJB; Harmon-Jones, E",NA,NA,NA,NA,NA,NA,NA,Voluntary facial expression and hemispheric asymmetry over the frontal cortex,NA,NA,NA,NA,NA,NA,NA,PSYCHOPHYSIOLOGY,NA,NA,NA,38,6,NA,NA,912,925,NA,10.1111/1469-8986.3860912,NA,NA,1-Nov,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,WOS:000172121900007,NA
J,NA,"Kelly, JR; Barsade, SG",NA,NA,NA,NA,NA,NA,NA,Mood and emotions in small groups and work teams,NA,NA,NA,NA,NA,NA,NA,ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,NA,NA,NA,86,1,NA,NA,99,130,NA,10.1006/obhd.2001.2974,NA,NA,1-Sep,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,479,NA,NA,NA,NA,NA,NA,WOS:000171000600005,NA
J,NA,"Wild, B; Erb, M; Bartels, M",NA,NA,NA,NA,NA,NA,NA,"Are emotions contagious? Evoked emotions while viewing emotionally expressive faces: quality, quantity, time course and gender differences",NA,NA,NA,NA,NA,NA,NA,PSYCHIATRY RESEARCH,NA,NA,NA,102,2,NA,NA,109,124,NA,10.1016/S0165-1781(01)00225-6,NA,NA,JUN 1 2001,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,NA,NA,NA,NA,NA,NA,WOS:000169479700001,NA
J,NA,"Dijksterhuis, A; Bargh, JA",NA,NA,NA,NA,NA,NA,NA,The perception-behavior expressway: Automatic effects of social perception on social behavior,NA,NA,NA,NA,NA,NA,NA,Advances in Experimental Social Psychology,NA,NA,NA,33,NA,NA,NA,1,40,NA,10.1016/S0065-2601(01)80003-4,NA,NA,2001,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,NA,NA,NA,NA,NA,NA,WOS:000170567300001,NA
J,NA,"Duclos, SE; Laird, JD",NA,NA,NA,NA,NA,NA,NA,The deliberate control of emotional experience through control of expressions,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,15,1,NA,NA,27,56,NA,10.1080/0269993004200088,NA,NA,1-Jan,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,WOS:000165900900002,NA
J,NA,"Sally, D",NA,NA,NA,NA,NA,NA,NA,"A general theory of sympathy, mind-reading, and social interaction, with an application to the Prisoners' Dilemma",NA,NA,NA,NA,NA,NA,NA,SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES,NA,NA,NA,39,4,NA,NA,567,634,NA,10.1177/053901800039004003,NA,NA,Dec-00,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,WOS:000166317500003,NA
J,NA,"Forster, J; Stepper, S",NA,NA,NA,NA,NA,NA,NA,Compatibility between approach/avoidance stimulation and valenced information determines residual attention during the process of encoding,NA,NA,NA,NA,NA,NA,NA,EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,NA,30,6,NA,NA,853,871,NA,NA,NA,NA,NOV-DEC 2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,WOS:000165709800006,NA
J,NA,"Davidson, RJ; Jackson, DC; Kalin, NH",NA,NA,NA,NA,NA,NA,NA,"Emotion, plasticity, context, and regulation: Perspectives from affective neuroscience",NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL BULLETIN,NA,NA,NA,126,6,NA,NA,890,909,NA,10.1037//0033-2909.126.6.890,NA,NA,Nov-00,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,763,NA,NA,NA,NA,NA,NA,WOS:000165365200006,NA
J,NA,"Friedman, RS; Forster, J",NA,NA,NA,NA,NA,NA,NA,The effects of approach and avoidance motor actions on the elements of creative insight,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,79,4,NA,NA,477,492,NA,10.1037//0022-3514.79.4.477,NA,NA,Oct-00,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,NA,NA,NA,NA,NA,NA,WOS:000089712600001,NA
J,NA,"Neumann, R; Strack, F",NA,NA,NA,NA,NA,NA,NA,Mood contagion: The automatic transfer of mood between persons,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,79,2,NA,NA,211,223,NA,10.1037//0022-3514.79.2.211,NA,NA,Aug-00,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,NA,NA,NA,NA,NA,NA,WOS:000088521200006,NA
J,NA,"Neumann, R; Strack, F",NA,NA,NA,NA,NA,NA,NA,Approach and avoidance: The influence of proprioceptive and exteroceptive cues on encoding of affective information,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,79,1,NA,NA,39,48,NA,10.1037//0022-3514.79.1.39,NA,NA,Jul-00,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,NA,NA,NA,NA,NA,NA,WOS:000088055400003,NA
J,NA,"Strack, F; Neumann, R",NA,NA,NA,NA,NA,NA,NA,Furrowing the brow may undermine perceived fame: The role of facial feedback in judgments of celebrity,NA,NA,NA,NA,NA,NA,NA,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,NA,NA,NA,26,7,NA,NA,762,768,NA,10.1177/0146167200269002,NA,NA,Jul-00,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,WOS:000167787200002,NA
