UT,PT,AU,BA,CA,GP,RI,OI,BE,Z2,TI,X1,Y1,Z1,FT,PN,AE,Z3,SO,S1,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,Y4,Z4,AK,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,PM
WOS:000224030500006,J,"Berkowitz, L; Harmon-Jones, E",NA,NA,NA,NA,NA,NA,NA,More thoughts about anger determinants,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,4,2,NA,NA,151,155,NA,10.1037/1528-3542.4.2.151,NA,NA,4-Jun,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
WOS:000221225100009,J,"Schubert, TW",NA,NA,NA,NA,NA,NA,NA,The power in your hand: Gender differences in bodily feedback from a/taking a fist,NA,NA,NA,NA,NA,NA,NA,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,NA,NA,NA,30,6,NA,NA,757,769,NA,10.1177/0146167204263780,NA,NA,4-Jun,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA
WOS:000222360100009,J,"Salvatore, G; Dimaggio, G; Semerari, A",NA,NA,NA,NA,NA,NA,NA,A model of narrative development: Implications for understanding psychopathology and guiding therapy,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE,NA,NA,NA,77,NA,NA,NA,231,254,NA,10.1348/147608304323112519,NA,NA,4-Jun,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA
WOS:000220818900004,J,"Garcia-Marques, T; Mackie, DM; Claypool, HM; Garcia-Marques, L",NA,NA,NA,NA,NA,NA,NA,Positivity can cue familiarity,NA,NA,NA,NA,NA,NA,NA,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,NA,NA,NA,30,5,NA,NA,585,593,NA,10.1177/0146167203262856,NA,NA,4-May,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA
WOS:000187945300005,J,"Kanov, JM; Maitlis, S; Worline, MC; Dutton, JE; Frost, PJ; Lilius, JM",NA,NA,NA,NA,NA,NA,NA,Compassion in organizational life,NA,NA,NA,NA,NA,NA,NA,AMERICAN BEHAVIORAL SCIENTIST,NA,NA,NA,47,6,NA,NA,808,827,NA,10.1177/0002764203260211,NA,NA,4-Feb,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,NA,NA,NA,NA,NA,NA,NA
WOS:000187938500010,J,"Tamir, M; Robinson, MD; Clore, GL; Martin, LL; Whitaker, DJ",NA,NA,NA,NA,NA,NA,NA,Are we puppets on a string? The contextual meaning of unconscious expressive cues,NA,NA,NA,NA,NA,NA,NA,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,NA,NA,NA,30,2,NA,NA,237,249,NA,10.1177/0146167203259934,NA,NA,4-Feb,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA
WOS:000224941500010,J,"Forster, J",NA,NA,NA,NA,NA,NA,NA,How body feedback influences consumers' evaluation of products,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF CONSUMER PSYCHOLOGY,NA,NA,NA,14,4,NA,NA,416,426,NA,10.1207/s15327663jcp1404_10,NA,NA,2004,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA
WOS:000223500400001,J,"Strack, F; Deutsch, R",NA,NA,NA,NA,NA,NA,NA,Reflective and impulsive determinants of social behavior,NA,NA,NA,NA,NA,NA,NA,PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,NA,NA,NA,8,3,NA,NA,220,247,NA,10.1207/s15327957pspr0803_1,NA,NA,2004,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,NA,NA,NA,NA,NA,NA,NA
WOS:000184523900012,J,"Gross, JJ; John, OP",NA,NA,NA,NA,NA,NA,NA,"Individual differences in two emotion regulation processes: Implications for affect, relationships, and well-being",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,85,2,NA,NA,348,362,NA,10.1037/0022-3514.85.2.348,NA,NA,3-Aug,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,3846,NA,NA,NA,NA,NA,NA,NA
WOS:000183184600002,J,"Brinol, P; Petty, RE",NA,NA,NA,NA,NA,NA,NA,Overt head movements and persuasion: A self-validation analysis,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,84,6,NA,NA,1123,1139,NA,10.1037/0022-3514.84.6.1123,NA,NA,3-Jun,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,NA,NA,NA,NA,NA,NA,NA
WOS:000183499000004,J,"Forster, J",NA,NA,NA,NA,NA,NA,NA,The influence of approach and avoidance motor actions on food intake,NA,NA,NA,NA,NA,NA,NA,EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,NA,33,3,NA,NA,339,350,NA,10.1002/ejsp.150,NA,NA,MAY-JUN 2003,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA
WOS:000208224900004,J,"Butler, Emily A.; Egloff, Boris; Wilhelm, Frank H.; Smith, Nancy C.; Erickson, Elizabeth A.; Gross, James J.",NA,NA,NA,NA,NA,NA,NA,The Social Consequences of Expressive Suppression,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,3,1,NA,NA,48,67,NA,10.1037/1528-3542.3.1.48,NA,NA,3-Mar,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,618,NA,NA,NA,NA,NA,NA,NA
WOS:000187553300005,J,"Strack, F; Deutsch, R",NA,NA,NA,NA,NA,NA,NA,The two sides of social behavior: Modern classics and overlooked gems on the interplay of automatic and controlled processes,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL INQUIRY,NA,NA,NA,14,4-Mar,NA,NA,209,215,NA,10.1207/S15327965PLI1403&4_5,NA,NA,2003,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
WOS:000184024700002,J,"Barsalou, LW; Niedenthal, PM; Barbey, AK; Ruppert, JA",NA,NA,NA,NA,NA,NA,NA,Social embodiment,NA,NA,NA,NA,NA,NA,NA,Psychology of Learning and Motivation,NA,NA,NA,43,NA,NA,NA,43,92,NA,10.1016/S0079-7421(03)01011-9,NA,NA,2003,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,NA,NA,NA,NA,NA,NA,NA
WOS:000184591200005,J,"Forster, J; Friedmann, R",NA,NA,NA,NA,NA,NA,NA,Context-dependent creativity,NA,NA,NA,NA,NA,NA,NA,ZEITSCHRIFT FUR PSYCHOLOGIE-JOURNAL OF PSYCHOLOGY,NA,NA,NA,211,3,NA,NA,149,160,NA,10.1026//0044-3409.211.3.149,NA,NA,2003,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
WOS:000179434800004,J,"Valentine, JC; Cooper, H; Bettencourt, BA; DuBois, DL",NA,NA,NA,NA,NA,NA,NA,Out-of-school activities and academic achievement: The mediating role of self-beliefs,NA,NA,NA,NA,NA,NA,NA,EDUCATIONAL PSYCHOLOGIST,NA,NA,NA,37,4,NA,NA,245,256,NA,10.1207/S15326985EP3704_4,NA,NA,FAL 2002,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA
WOS:000175419200002,J,"Gross, JJ",NA,NA,NA,NA,NA,NA,NA,"Emotion regulation: Affective, cognitive, and social consequences",NA,NA,NA,NA,NA,NA,NA,PSYCHOPHYSIOLOGY,NA,NA,NA,39,3,NA,NA,281,291,NA,10.1017/S0048577201393198,NA,NA,2-May,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,1725,NA,NA,NA,NA,NA,NA,NA
WOS:000208224400004,J,"Soussignan, Robert",NA,NA,NA,NA,NA,NA,NA,"Duchenne Smile, Emotional Experience, and Autonomic Reactivity: A Test of the Facial Feedback Hypothesis",NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,2,1,NA,NA,52,74,NA,10.1037/1528-3542.2.1.52,NA,NA,2-Mar,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA,NA
WOS:000173309300004,J,"Friedman, RS; Forster, J",NA,NA,NA,NA,NA,NA,NA,The influence of approach and avoidance motor actions on creative cognition,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,NA,NA,NA,38,1,NA,NA,41,55,NA,10.1006/jesp.2001.1488,NA,NA,2-Jan,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,NA,NA,NA,NA,NA,NA,NA
WOS:000174663000013,J,"Keillor, JM; Barrett, AM; Crucian, GP; Kortenkamp, S; Heilman, KM",NA,NA,NA,NA,NA,NA,NA,Emotional experience and perception in the absence of facial feedback,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY,NA,NA,NA,8,1,NA,NA,130,135,NA,10.1017/S1355617701020136,NA,NA,2-Jan,2002,NA,NA,NA,NA,NA,27th Annual Meeting of the International-Neuropsychological-Society,"FEB 10-13, 1999",Int Neuropsychol Soc,"BOSTON, MA",42,NA,NA,NA,NA,NA,NA,NA
WOS:000179227600004,J,"Dormann, C; Zapf, D; Isic, A",NA,NA,NA,NA,NA,NA,NA,Emotional requirements at work and their consequences for call-center jobs,NA,NA,NA,NA,NA,NA,NA,ZEITSCHRIFT FUR ARBEITS-UND ORGANISATIONSPSYCHOLOGIE,NA,NA,NA,46,4,NA,NA,205,219,NA,10.1026//0932-4089.46.4.201,NA,NA,2002,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA
WOS:000172348900002,J,"Kurzban, R",NA,NA,NA,NA,NA,NA,NA,The social psychophysics of cooperation: Nonverbal communication in a public goods game,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF NONVERBAL BEHAVIOR,NA,NA,NA,25,4,NA,NA,241,259,NA,10.1023/A:1012563421824,NA,NA,WIN 2001,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA
WOS:000173585600002,J,"Forster, J; Werth, L",NA,NA,NA,NA,NA,NA,NA,Motor activity and the media: The influence of approach and avoidance behavior on the evaluation of the German Liberal Democratic Party (FDP),NA,NA,NA,NA,NA,NA,NA,ZEITSCHRIFT FUR SOZIALPSYCHOLOGIE,NA,NA,NA,32,4,NA,NA,223,233,NA,10.1024//0044-3514.32.4.223,NA,NA,1-Dec,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
WOS:000171618800002,J,"Neumann, R; Seibt, B; Strack, F",NA,NA,NA,NA,NA,NA,NA,The influence of mood on the intensity of emotional responses: Disentangling feeling and knowing,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,15,6,NA,NA,725,747,NA,10.1080/02699930143000266,NA,NA,1-Nov,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
WOS:000171618800009,J,"Niedenthal, PM; Brauer, M; Halberstadt, JB; Innes-Ker, AH",NA,NA,NA,NA,NA,NA,NA,When did her smile drop? Facial mimicry and the influences of emotional state on the detection of change in emotional expression,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,15,6,NA,NA,853,864,NA,10.1080/02699930143000194,NA,NA,1-Nov,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,NA,NA,NA,NA,NA,NA,NA
WOS:000172121900007,J,"Coan, JA; Allen, JJB; Harmon-Jones, E",NA,NA,NA,NA,NA,NA,NA,Voluntary facial expression and hemispheric asymmetry over the frontal cortex,NA,NA,NA,NA,NA,NA,NA,PSYCHOPHYSIOLOGY,NA,NA,NA,38,6,NA,NA,912,925,NA,10.1111/1469-8986.3860912,NA,NA,1-Nov,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,NA
WOS:000171000600005,J,"Kelly, JR; Barsade, SG",NA,NA,NA,NA,NA,NA,NA,Mood and emotions in small groups and work teams,NA,NA,NA,NA,NA,NA,NA,ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,NA,NA,NA,86,1,NA,NA,99,130,NA,10.1006/obhd.2001.2974,NA,NA,1-Sep,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,479,NA,NA,NA,NA,NA,NA,NA
WOS:000169479700001,J,"Wild, B; Erb, M; Bartels, M",NA,NA,NA,NA,NA,NA,NA,"Are emotions contagious? Evoked emotions while viewing emotionally expressive faces: quality, quantity, time course and gender differences",NA,NA,NA,NA,NA,NA,NA,PSYCHIATRY RESEARCH,NA,NA,NA,102,2,NA,NA,109,124,NA,10.1016/S0165-1781(01)00225-6,NA,NA,JUN 1 2001,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,NA,NA,NA,NA,NA,NA,NA
WOS:000170567300001,J,"Dijksterhuis, A; Bargh, JA",NA,NA,NA,NA,NA,NA,NA,The perception-behavior expressway: Automatic effects of social perception on social behavior,NA,NA,NA,NA,NA,NA,NA,Advances in Experimental Social Psychology,NA,NA,NA,33,NA,NA,NA,1,40,NA,10.1016/S0065-2601(01)80003-4,NA,NA,2001,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,NA,NA,NA,NA,NA,NA,NA
WOS:000165900900002,J,"Duclos, SE; Laird, JD",NA,NA,NA,NA,NA,NA,NA,The deliberate control of emotional experience through control of expressions,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,15,1,NA,NA,27,56,NA,10.1080/0269993004200088,NA,NA,1-Jan,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA
WOS:000166317500003,J,"Sally, D",NA,NA,NA,NA,NA,NA,NA,"A general theory of sympathy, mind-reading, and social interaction, with an application to the Prisoners' Dilemma",NA,NA,NA,NA,NA,NA,NA,SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES,NA,NA,NA,39,4,NA,NA,567,634,NA,10.1177/053901800039004003,NA,NA,Dec-00,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA
WOS:000165709800006,J,"Forster, J; Stepper, S",NA,NA,NA,NA,NA,NA,NA,Compatibility between approach/avoidance stimulation and valenced information determines residual attention during the process of encoding,NA,NA,NA,NA,NA,NA,NA,EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,NA,30,6,NA,NA,853,871,NA,NA,NA,NA,NOV-DEC 2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA
WOS:000165365200006,J,"Davidson, RJ; Jackson, DC; Kalin, NH",NA,NA,NA,NA,NA,NA,NA,"Emotion, plasticity, context, and regulation: Perspectives from affective neuroscience",NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL BULLETIN,NA,NA,NA,126,6,NA,NA,890,909,NA,10.1037//0033-2909.126.6.890,NA,NA,Nov-00,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,763,NA,NA,NA,NA,NA,NA,NA
WOS:000089712600001,J,"Friedman, RS; Forster, J",NA,NA,NA,NA,NA,NA,NA,The effects of approach and avoidance motor actions on the elements of creative insight,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,79,4,NA,NA,477,492,NA,10.1037//0022-3514.79.4.477,NA,NA,Oct-00,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,NA,NA,NA,NA,NA,NA,NA
WOS:000088521200006,J,"Neumann, R; Strack, F",NA,NA,NA,NA,NA,NA,NA,Mood contagion: The automatic transfer of mood between persons,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,79,2,NA,NA,211,223,NA,10.1037//0022-3514.79.2.211,NA,NA,Aug-00,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,NA,NA,NA,NA,NA,NA,NA
WOS:000088055400003,J,"Neumann, R; Strack, F",NA,NA,NA,NA,NA,NA,NA,Approach and avoidance: The influence of proprioceptive and exteroceptive cues on encoding of affective information,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,79,1,NA,NA,39,48,NA,10.1037//0022-3514.79.1.39,NA,NA,Jul-00,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,NA,NA,NA,NA,NA,NA,NA
WOS:000167787200002,J,"Strack, F; Neumann, R",NA,NA,NA,NA,NA,NA,NA,Furrowing the brow may undermine perceived fame: The role of facial feedback in judgments of celebrity,NA,NA,NA,NA,NA,NA,NA,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,NA,NA,NA,26,7,NA,NA,762,768,NA,10.1177/0146167200269002,NA,NA,Jul-00,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA
WOS:000086832600009,J,"Burleson, BB; Planalp, S",NA,NA,NA,NA,NA,NA,NA,Producing emotion(al) messages,NA,NA,NA,NA,NA,NA,NA,COMMUNICATION THEORY,NA,NA,NA,10,2,NA,NA,221,250,NA,10.1111/j.1468-2885.2000.tb00191.x,NA,NA,May-00,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA
WOS:000086180000001,J,"Schwarz, N",NA,NA,NA,NA,NA,NA,NA,"Social judgment and attitudes: warmer, more social, and less conscious",NA,NA,NA,NA,NA,NA,NA,EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,NA,30,2,NA,NA,149,176,NA,10.1002/(SICI)1099-0992(200003/04)30:2<149::AID-EJSP998>3.0.CO;2-N,NA,NA,MAR-APR 2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA
WOS:000085428400005,J,"Dolinski, D",NA,NA,NA,NA,NA,NA,NA,On inferring one's beliefs from one's attempt and consequences for subsequent compliance,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,78,2,NA,NA,260,272,NA,10.1037/0022-3514.78.2.260,NA,NA,Feb-00,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA
WOS:000165132300003,J,"Tice, DM; Bratslavsky, E",NA,NA,NA,NA,NA,NA,NA,Giving in to feel good: The place of emotion regulation in the context of general self-control,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL INQUIRY,NA,NA,NA,11,3,NA,NA,149,159,NA,10.1207/S15327965PLI1103_03,NA,NA,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA
WOS:000088650700011,J,"Strack, F",NA,NA,NA,NA,NA,NA,NA,Human judgment in a social context,NA,NA,NA,NA,NA,NA,NA,ZEITSCHRIFT FUR PSYCHOLOGIE,NA,NA,NA,208,2-Jan,NA,NA,226,241,NA,10.1026//0044-3409.208.12.226,NA,NA,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
WOS:000084496000008,J,"VanSwearingen, JM; Cohn, JF; Bajaj-Luthra, A",NA,NA,NA,NA,NA,NA,NA,Specific impairment of smiling increases the severity of depressive symptoms in patients with facial neuromuscular disorders,NA,NA,NA,NA,NA,NA,NA,AESTHETIC PLASTIC SURGERY,NA,NA,NA,23,6,NA,NA,416,423,NA,10.1007/s002669900312,NA,NA,NOV-DEC 1999,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA
WOS:000080846000019,J,"Harris, CR",NA,NA,NA,NA,NA,NA,NA,The mystery of ticklish laughter,NA,NA,NA,NA,NA,NA,NA,AMERICAN SCIENTIST,NA,NA,NA,87,4,NA,NA,344,351,NA,10.1511/1999.4.344,NA,NA,JUL-AUG 1999,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
WOS:000080271600003,J,"Parkinson, B; Totterdell, P",NA,NA,NA,NA,NA,NA,NA,Classifying affect-regulation strategies,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,13,3,NA,NA,277,303,NA,10.1080/026999399379285,NA,NA,May-99,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,NA,NA,NA,NA,NA,NA,NA
WOS:000080592900010,B,"Morgan, DL",NA,NA,NA,NA,NA,NA,NA,Alternatives to cognition: A new look at explaining human social behavior.,NA,NA,NA,NA,NA,NA,NA,BEHAVIOR ANALYST,NA,NA,NA,22,1,NA,NA,69,72,NA,10.1007/BF03391981,NA,NA,SPR 1999,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
WOS:000078693400005,J,"Flack, WF; Laird, JD; Cavallaro, LA",NA,NA,NA,NA,NA,NA,NA,Separate and combined effects of facial expressions and bodily postures on emotional feelings,NA,NA,NA,NA,NA,NA,NA,EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,NA,29,3-Feb,NA,NA,203,217,NA,10.1002/(SICI)1099-0992(199903/05)29:2/3<203::AID-EJSP924>3.0.CO;2-8,NA,NA,MAR-MAY 1999,1999,NA,NA,NA,NA,NA,Annual Meeting of the Eastern-Psychological-Association,"APR 14-17, 1994",Eastern Psychol Assoc,"PROVIDENCE, RHODE ISLAND",53,NA,NA,NA,NA,NA,NA,NA
WOS:000078232600007,J,"Chen, M; Bargh, JA",NA,NA,NA,NA,NA,NA,NA,Consequences of automatic evaluation: Immediate behavioral predispositions to approach or avoid the stimulus,NA,NA,NA,NA,NA,NA,NA,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,NA,NA,NA,25,2,NA,NA,215,224,NA,10.1177/0146167299025002007,NA,NA,Feb-99,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,831,NA,NA,NA,NA,NA,NA,NA
WOS:000078232600009,J,"Isbell, LM; Wyer, RS",NA,NA,NA,NA,NA,NA,NA,Correcting for mood-induced bias in the evaluation of political candidates: The roles of intrinsic and extrinsic motivation,NA,NA,NA,NA,NA,NA,NA,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,NA,NA,NA,25,2,NA,NA,237,249,NA,10.1177/0146167299025002009,NA,NA,Feb-99,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA
WOS:000078054300001,J,"Flack, WF; Laird, JD; Cavallaro, LA",NA,NA,NA,NA,NA,NA,NA,Emotional expression and feeling in schizophrenia: Effects of specific expressive behaviors on emotional experiences,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF CLINICAL PSYCHOLOGY,NA,NA,NA,55,1,NA,NA,1,20,NA,NA,NA,NA,Jan-99,1999,NA,NA,NA,NA,NA,5th International Congress of Schizophrenia Research,"APR 06-12, 1995",NA,"HOT SPRINGS, VIRGINIA",26,NA,NA,NA,NA,NA,NA,NA
WOS:000076904800007,J,"Hecht, MA; LaFrance, M",NA,NA,NA,NA,NA,NA,NA,License or obligation to smile: The effect of power and sex on amount and type of smiling,NA,NA,NA,NA,NA,NA,NA,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,NA,NA,NA,24,12,NA,NA,1332,1342,NA,10.1177/01461672982412007,NA,NA,Dec-98,1998,NA,NA,NA,NA,NA,7th Annual Convention of the American-Psychological-Society,"JUN 29-JUL 02, 1995",Amer Psychol Soc,"NEW YORK, NEW YORK",143,NA,NA,NA,NA,NA,NA,NA
WOS:000076933200001,J,"Andersen, SM; Glassman, NS; Gold, DA",NA,NA,NA,NA,NA,NA,NA,"Mental representations of the self, significant others, and nonsignificant others: Structure and processing of private and public aspects",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,75,4,NA,NA,845,861,NA,10.1037/0022-3514.75.4.845,NA,NA,Oct-98,1998,NA,NA,NA,NA,NA,6th Annual Meeting of the American-Psychological-Society,"JUN-JUL -, 1994",Amer Psychol Soc,"WASHINGTON, D.C.",77,NA,NA,NA,NA,NA,NA,NA
WOS:000076067700003,J,"Robinson, MD",NA,NA,NA,NA,NA,NA,NA,Running from William James' bear: A review of preattentive mechanisms and their contributions to emotional experience,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,12,5,NA,NA,667,696,NA,10.1080/026999398379493,NA,NA,Sep-98,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,NA,NA
WOS:000076861200002,J,"Bassett, RL; Hill, PC",NA,NA,NA,NA,NA,NA,NA,The ACE model of emotion: Living Jesus Christ while experiencing emotions,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PSYCHOLOGY AND THEOLOGY,NA,NA,NA,26,3,NA,NA,232,246,NA,NA,NA,NA,FAL 1998,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
WOS:000077771900001,J,"Doherty, RW",NA,NA,NA,NA,NA,NA,NA,Emotional contagion and social judgment,NA,NA,NA,NA,NA,NA,NA,MOTIVATION AND EMOTION,NA,NA,NA,22,3,NA,NA,187,209,NA,10.1023/A:1022368805803,NA,NA,Sep-98,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA
WOS:000075051600048,J,"Forster, J; Strack, F",NA,NA,NA,NA,NA,NA,NA,Motor actions in retrieval of valenced information: II. Boundary conditions for motor congruence effects,NA,NA,NA,NA,NA,NA,NA,PERCEPTUAL AND MOTOR SKILLS,NA,NA,NA,86,3,NA,NA,1423,1426,NA,10.2466/pms.1998.86.3c.1423,NA,NA,Jun-98,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA
WOS:000071543400021,J,"Kleinke, CL; Peterson, TR; Rutledge, TR",NA,NA,NA,NA,NA,NA,NA,Effects of self-generated facial expressions on mood,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,74,1,NA,NA,272,279,NA,10.1037/0022-3514.74.1.272,NA,NA,Jan-98,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA
WOS:000075140000008,J,"Forster, J",NA,NA,NA,NA,NA,NA,NA,The influence of motor perceptions on likeability judgments of attractive and unattractive portraits,NA,NA,NA,NA,NA,NA,NA,ZEITSCHRIFT FUR EXPERIMENTELLE PSYCHOLOGIE,NA,NA,NA,45,2,NA,NA,167,182,NA,NA,NA,NA,1998,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA
